,item,RC-licensor,gap,island,ext-type,token,critical,surprisal
9,1,1,0,0,object,された,0,1.7845566272735600
10,1,1,0,0,object,推理小説,1,18.158145904541000
11,1,1,0,0,object,は,1,6.570008277893070
12,1,1,0,0,object,人気,1,10.266958236694300
13,1,1,0,0,object,だ,1,7.485814571380620
14,1,1,0,0,object,。,1,1.1138904094696000
0,1,1,0,1,object,推理小説,0,0.0
1,1,1,0,1,object,を書いた,0,13.121781349182100
2,1,1,0,1,object,教授,0,15.646713256835900
3,1,1,0,1,object,が,0,4.746917724609380
4,1,1,0,1,object,最近,0,12.252485275268600
5,1,1,0,1,object,書店,0,12.716381072998000
6,1,1,0,1,object,で,0,1.3853285312652600
7,1,1,0,1,object,特集,0,12.184943199157700
8,1,1,0,1,object,された,0,4.10618782043457
9,1,1,0,1,object,推理小説,1,13.631661415100100
10,1,1,0,1,object,は,1,6.087702751159670
11,1,1,0,1,object,人気,1,9.447498321533200
12,1,1,0,1,object,だ,1,6.449585914611820
13,1,1,0,1,object,。,1,1.654942274093630
0,1,0,1,0,object,教授,0,0.0
1,1,0,1,0,object,が,0,5.287289619445800
2,1,0,1,0,object,書いた,0,9.034931182861330
3,1,0,1,0,object,ことが,0,11.284272193908700
4,1,0,1,0,object,最近,0,12.59169864654540
5,1,0,1,0,object,書店,0,15.751398086547900
6,1,0,1,0,object,で,0,1.2781819105148300
7,1,0,1,0,object,特集,0,10.619451522827100
8,1,0,1,0,object,された,0,1.4761229753494300
9,1,0,1,0,object,人気,1,16.832778930664100
10,1,0,1,0,object,だ,1,13.75134563446050
11,1,0,1,0,object,。,1,0.8417298793792730
0,1,0,1,1,object,書いた,0,0.0
1,1,0,1,1,object,教授,0,12.551039695739700
2,1,0,1,1,object,が,0,4.523604393005370
3,1,0,1,1,object,最近,0,11.924851417541500
4,1,0,1,1,object,書店,0,13.882403373718300
5,1,0,1,1,object,で,0,1.142831563949590
6,1,0,1,1,object,特集,0,12.113563537597700
7,1,0,1,1,object,された,0,4.1948561668396
8,1,0,1,1,object,人気,1,13.203919410705600
9,1,0,1,1,object,だ,1,13.89015007019040
10,1,0,1,1,object,。,1,1.1810846328735400
0,1,1,1,0,object,教授,0,0.0
1,1,1,1,0,object,が,0,5.287289619445800
2,1,1,1,0,object,書いた,0,9.034931182861330
3,1,1,1,0,object,ことが,0,11.284272193908700
4,1,1,1,0,object,最近,0,12.59169864654540
5,1,1,1,0,object,書店,0,15.751398086547900
6,1,1,1,0,object,で,0,1.2781819105148300
7,1,1,1,0,object,特集,0,10.619451522827100
8,1,1,1,0,object,された,0,1.4761229753494300
9,1,1,1,0,object,推理小説,1,20.143949508667000
10,1,1,1,0,object,は,1,7.286862373352050
11,1,1,1,0,object,人気,1,10.734683990478500
12,1,1,1,0,object,だ,1,8.019206047058110
13,1,1,1,0,object,。,1,0.8372390866279600
0,1,1,1,1,object,書いた,0,0.0
1,1,1,1,1,object,教授,0,12.551039695739700
2,1,1,1,1,object,が,0,4.523604393005370
3,1,1,1,1,object,最近,0,11.924851417541500
4,1,1,1,1,object,書店,0,13.882403373718300
5,1,1,1,1,object,で,0,1.142831563949590
6,1,1,1,1,object,特集,0,12.113563537597700
7,1,1,1,1,object,された,0,4.1948561668396
8,1,1,1,1,object,推理小説,1,14.461228370666500
9,1,1,1,1,object,は,1,6.382112503051760
10,1,1,1,1,object,人気,1,10.336028099060100
11,1,1,1,1,object,だ,1,6.461018085479740
12,1,1,1,1,object,。,1,1.585451602935790
0,2,0,0,0,object,アイドル,0,0.0
1,2,0,0,0,object,が,0,5.124414443969730
2,2,0,0,0,object,大学,0,13.662200927734400
3,2,0,0,0,object,に,0,3.3441600799560500
4,2,0,0,0,object,受,0,9.070394515991210
5,2,0,0,0,object,かった,0,4.741692543029790
6,2,0,0,0,object,ことが,0,5.009768009185790
7,2,0,0,0,object,今,0,11.57814884185790
8,2,0,0,0,object,朝,0,12.47626781463620
9,2,0,0,0,object,事務所,0,9.377544403076170
10,2,0,0,0,object,から,0,4.145278453826900
11,2,0,0,0,object,公表された,0,7.491936206817630
12,2,0,0,0,object,の,1,5.861516952514650
13,2,0,0,0,object,で,1,2.418062210083010
14,2,0,0,0,object,嬉,1,8.642955780029300
15,2,0,0,0,object,しい,1,1.8728498220443700
16,2,0,0,0,object,。,1,3.468170404434200
0,2,0,0,1,object,大学,0,0.0
1,2,0,0,1,object,に,0,6.366915225982670
2,2,0,0,1,object,受,0,10.276321411132800
3,2,0,0,1,object,かった,0,4.834404945373540
4,2,0,0,1,object,アイドル,0,16.98134994506840
5,2,0,0,1,object,が,0,4.9932122230529800
6,2,0,0,1,object,今,0,10.117656707763700
7,2,0,0,1,object,朝,0,10.122586250305200
8,2,0,0,1,object,事務所,0,8.499938011169430
9,2,0,0,1,object,から,0,4.877466678619390
10,2,0,0,1,object,公表された,0,14.172341346740700
11,2,0,0,1,object,の,1,3.231146812438970
12,2,0,0,1,object,で,1,6.40836238861084
13,2,0,0,1,object,嬉,1,9.083287239074710
14,2,0,0,1,object,しい,1,1.9934027194976800
15,2,0,0,1,object,。,1,3.4893436431884800
0,2,1,0,0,object,アイドル,0,0.0
1,2,1,0,0,object,が,0,5.124414443969730
2,2,1,0,0,object,大学,0,13.662200927734400
3,2,1,0,0,object,に,0,3.3441600799560500
4,2,1,0,0,object,受,0,9.070394515991210
5,2,1,0,0,object,かった,0,4.741692543029790
6,2,1,0,0,object,ことが,0,5.009768009185790
7,2,1,0,0,object,今,0,11.57814884185790
8,2,1,0,0,object,朝,0,12.47626781463620
9,2,1,0,0,object,事務所,0,9.377544403076170
10,2,1,0,0,object,から,0,4.145278453826900
11,2,1,0,0,object,公表された,0,7.491936206817630
12,2,1,0,0,object,大学,1,15.879986763000500
13,2,1,0,0,object,は,1,4.431431770324710
14,2,1,0,0,object,名門,1,11.004790306091300
15,2,1,0,0,object,だ,1,7.692408561706540
16,2,1,0,0,object,。,1,2.4795620441436800
0,2,1,0,1,object,大学,0,0.0
1,2,1,0,1,object,に,0,6.366915225982670
2,2,1,0,1,object,受,0,10.276321411132800
3,2,1,0,1,object,かった,0,4.834404945373540
4,2,1,0,1,object,アイドル,0,16.98134994506840
5,2,1,0,1,object,が,0,4.9932122230529800
6,2,1,0,1,object,今,0,10.117656707763700
7,2,1,0,1,object,朝,0,10.122586250305200
8,2,1,0,1,object,事務所,0,8.499938011169430
9,2,1,0,1,object,から,0,4.877466678619390
10,2,1,0,1,object,公表された,0,14.172341346740700
11,2,1,0,1,object,大学,1,12.320830345153800
12,2,1,0,1,object,は,1,4.902359962463380
13,2,1,0,1,object,名門,1,11.811019897460900
14,2,1,0,1,object,だ,1,8.334087371826170
15,2,1,0,1,object,。,1,1.8515762090683000
0,2,0,1,0,object,アイドル,0,0.0
1,2,0,1,0,object,が,0,5.124414443969730
2,2,0,1,0,object,受,0,13.63239574432370
3,2,0,1,0,object,かった,0,5.611475944519040
4,2,0,1,0,object,ことが,0,7.053359508514400
5,2,0,1,0,object,今,0,11.247081756591800
6,2,0,1,0,object,朝,0,11.675060272216800
7,2,0,1,0,object,事務所,0,9.017287254333500
8,2,0,1,0,object,から,0,4.0124640464782700
9,2,0,1,0,object,公表された,0,7.1499762535095200
10,2,0,1,0,object,名門,1,24.261890411377000
11,2,0,1,0,object,だ,1,11.496335983276400
12,2,0,1,0,object,。,1,2.2898333072662400
0,2,0,1,1,object,受,0,0.0
1,2,0,1,1,object,かった,0,10.833711624145500
2,2,0,1,1,object,アイドル,0,14.876192092895500
3,2,0,1,1,object,が,0,4.358640193939210
4,2,0,1,1,object,今,0,10.665871620178200
5,2,0,1,1,object,朝,0,8.389092445373540
6,2,0,1,1,object,事務所,0,8.198739051818850
7,2,0,1,1,object,から,0,4.69282865524292
8,2,0,1,1,object,公表された,0,13.930295944213900
9,2,0,1,1,object,名門,1,21.322673797607400
10,2,0,1,1,object,だ,1,13.161452293396000
11,2,0,1,1,object,。,1,1.7325036525726300
0,2,1,1,0,object,アイドル,0,0.0
1,2,1,1,0,object,が,0,5.124414443969730
2,2,1,1,0,object,受,0,13.63239574432370
3,2,1,1,0,object,かった,0,5.611475944519040
4,2,1,1,0,object,ことが,0,7.053359508514400
5,2,1,1,0,object,今,0,11.247081756591800
6,2,1,1,0,object,朝,0,11.675060272216800
7,2,1,1,0,object,事務所,0,9.017287254333500
8,2,1,1,0,object,から,0,4.0124640464782700
9,2,1,1,0,object,公表された,0,7.1499762535095200
10,2,1,1,0,object,大学,1,17.664264678955100
11,2,1,1,0,object,は,1,5.219756126403810
12,2,1,1,0,object,名門,1,10.536921501159700
13,2,1,1,0,object,だ,1,8.671684265136720
14,2,1,1,0,object,。,1,2.446725606918340
0,2,1,1,1,object,受,0,0.0
1,2,1,1,1,object,かった,0,10.833711624145500
2,2,1,1,1,object,アイドル,0,14.876192092895500
3,2,1,1,1,object,が,0,4.358640193939210
4,2,1,1,1,object,今,0,10.665871620178200
5,2,1,1,1,object,朝,0,8.389092445373540
6,2,1,1,1,object,事務所,0,8.198739051818850
7,2,1,1,1,object,から,0,4.69282865524292
8,2,1,1,1,object,公表された,0,13.930295944213900
9,2,1,1,1,object,大学,1,14.067121505737300
10,2,1,1,1,object,は,1,5.46253776550293
11,2,1,1,1,object,名門,1,11.139673233032200
12,2,1,1,1,object,だ,1,8.586524963378910
13,2,1,1,1,object,。,1,1.8953313827514600
0,3,0,0,0,object,営業,0,0.0
1,3,0,0,0,object,マン,0,12.034317970275900
2,3,0,0,0,object,が,0,3.380770206451420
3,3,0,0,0,object,契約,0,10.797210693359400
4,3,0,0,0,object,を取った,0,15.228232383728000
5,3,0,0,0,object,ことが,0,6.933893203735350
6,3,0,0,0,object,今,0,12.674912452697800
7,3,0,0,0,object,朝,0,10.747774124145500
8,3,0,0,0,object,朝,0,12.86929702758790
9,3,0,0,0,object,礼,0,17.995410919189500
10,3,0,0,0,object,で,0,3.235363721847530
11,3,0,0,0,object,発表された,0,4.734646797180180
12,3,0,0,0,object,の,1,8.0265474319458
13,3,0,0,0,object,で,1,2.114877462387090
14,3,0,0,0,object,羨,1,16.321855545043900
15,3,0,0,0,object,ましい,1,7.497191429138180
16,3,0,0,0,object,。,1,3.2552311420440700
0,3,0,0,1,object,契約,0,0.0
1,3,0,0,1,object,を取った,0,14.311116218566900
2,3,0,0,1,object,営業,0,19.31656837463380
3,3,0,0,1,object,マン,0,4.496399879455570
4,3,0,0,1,object,が,0,2.5834779739379900
5,3,0,0,1,object,今,0,11.198585510253900
6,3,0,0,1,object,朝,0,7.709561824798580
7,3,0,0,1,object,朝,0,10.823232650756800
8,3,0,0,1,object,礼,0,16.13634490966800
9,3,0,0,1,object,で,0,4.753807067871090
10,3,0,0,1,object,発表された,0,15.062884330749500
11,3,0,0,1,object,の,1,6.473935127258300
12,3,0,0,1,object,で,1,2.9402015209198
13,3,0,0,1,object,羨,1,13.97179889678960
14,3,0,0,1,object,ましい,1,6.551278591156010
15,3,0,0,1,object,。,1,3.823054552078250
0,3,1,0,0,object,営業,0,0.0
1,3,1,0,0,object,マン,0,12.034317970275900
2,3,1,0,0,object,が,0,3.380770206451420
3,3,1,0,0,object,契約,0,10.797210693359400
4,3,1,0,0,object,を取った,0,15.228232383728000
5,3,1,0,0,object,ことが,0,6.933893203735350
6,3,1,0,0,object,今,0,12.674912452697800
7,3,1,0,0,object,朝,0,10.747774124145500
8,3,1,0,0,object,朝,0,12.86929702758790
9,3,1,0,0,object,礼,0,17.995410919189500
10,3,1,0,0,object,で,0,3.235363721847530
11,3,1,0,0,object,発表された,0,4.734646797180180
12,3,1,0,0,object,契約,1,18.768367767334000
13,3,1,0,0,object,は,1,4.1008148193359400
14,3,1,0,0,object,大,1,8.056941032409670
15,3,1,0,0,object,口,1,8.009965896606450
16,3,1,0,0,object,だ,1,10.13962459564210
17,3,1,0,0,object,。,1,1.618393898010250
0,3,1,0,1,object,契約,0,0.0
1,3,1,0,1,object,を取った,0,14.311116218566900
2,3,1,0,1,object,営業,0,19.31656837463380
3,3,1,0,1,object,マン,0,4.496399879455570
4,3,1,0,1,object,が,0,2.5834779739379900
5,3,1,0,1,object,今,0,11.198585510253900
6,3,1,0,1,object,朝,0,7.709561824798580
7,3,1,0,1,object,朝,0,10.823232650756800
8,3,1,0,1,object,礼,0,16.13634490966800
9,3,1,0,1,object,で,0,4.753807067871090
10,3,1,0,1,object,発表された,0,15.062884330749500
11,3,1,0,1,object,契約,1,12.834342956543000
12,3,1,0,1,object,は,1,4.19014835357666
13,3,1,0,1,object,大,1,8.010930061340330
14,3,1,0,1,object,口,1,8.04716968536377
15,3,1,0,1,object,だ,1,11.08935546875
16,3,1,0,1,object,。,1,1.6817151308059700
0,3,0,1,0,object,営業,0,0.0
1,3,0,1,0,object,マン,0,12.034317970275900
2,3,0,1,0,object,が,0,3.380770206451420
3,3,0,1,0,object,取った,0,15.484261512756300
4,3,0,1,0,object,ことが,0,8.993559837341310
5,3,0,1,0,object,今,0,12.253414154052700
6,3,0,1,0,object,朝,0,11.234954833984400
7,3,0,1,0,object,朝,0,13.324884414672900
8,3,0,1,0,object,礼,0,17.2973690032959
9,3,0,1,0,object,で,0,3.2863709926605200
10,3,0,1,0,object,発表された,0,6.8155436515808100
11,3,0,1,0,object,大,1,15.173690795898400
12,3,0,1,0,object,口,1,7.188230991363530
13,3,0,1,0,object,だ,1,11.447808265686000
14,3,0,1,0,object,。,1,1.2697616815567000
0,3,0,1,1,object,取った,0,0.0
1,3,0,1,1,object,営業,0,15.321084022522000
2,3,0,1,1,object,マン,0,8.28023910522461
3,3,0,1,1,object,が,0,2.525995969772340
4,3,0,1,1,object,今,0,11.87202262878420
5,3,0,1,1,object,朝,0,6.6246256828308100
6,3,0,1,1,object,朝,0,10.90900993347170
7,3,0,1,1,object,礼,0,16.092830657959000
8,3,0,1,1,object,で,0,5.376656532287600
9,3,0,1,1,object,発表された,0,16.965539932251000
10,3,0,1,1,object,大,1,10.861715316772500
11,3,0,1,1,object,口,1,6.022947788238530
12,3,0,1,1,object,だ,1,14.729815483093300
13,3,0,1,1,object,。,1,1.6253020763397200
0,3,1,1,0,object,営業,0,0.0
1,3,1,1,0,object,マン,0,12.034317970275900
2,3,1,1,0,object,が,0,3.380770206451420
3,3,1,1,0,object,取った,0,15.484261512756300
4,3,1,1,0,object,ことが,0,8.993559837341310
5,3,1,1,0,object,今,0,12.253414154052700
6,3,1,1,0,object,朝,0,11.234954833984400
7,3,1,1,0,object,朝,0,13.324884414672900
8,3,1,1,0,object,礼,0,17.2973690032959
9,3,1,1,0,object,で,0,3.2863709926605200
10,3,1,1,0,object,発表された,0,6.8155436515808100
11,3,1,1,0,object,契約,1,18.866132736206100
12,3,1,1,0,object,は,1,4.222204208374020
13,3,1,1,0,object,大,1,7.799306392669680
14,3,1,1,0,object,口,1,7.407010078430180
15,3,1,1,0,object,だ,1,9.586675643920900
16,3,1,1,0,object,。,1,1.6363778114318800
0,3,1,1,1,object,取った,0,0.0
1,3,1,1,1,object,営業,0,15.321084022522000
2,3,1,1,1,object,マン,0,8.28023910522461
3,3,1,1,1,object,が,0,2.525995969772340
4,3,1,1,1,object,今,0,11.87202262878420
5,3,1,1,1,object,朝,0,6.6246256828308100
6,3,1,1,1,object,朝,0,10.90900993347170
7,3,1,1,1,object,礼,0,16.092830657959000
8,3,1,1,1,object,で,0,5.376656532287600
9,3,1,1,1,object,発表された,0,16.965539932251000
10,3,1,1,1,object,契約,1,13.064388275146500
11,3,1,1,1,object,は,1,5.71370267868042
12,3,1,1,1,object,大,1,8.44207763671875
13,3,1,1,1,object,口,1,8.162578582763670
14,3,1,1,1,object,だ,1,10.693721771240200
15,3,1,1,1,object,。,1,1.7405896186828600
0,4,0,0,0,object,芸人,0,0.0
1,4,0,0,0,object,が,0,4.578641891479490
2,4,0,0,0,object,別荘,0,15.60447883605960
3,4,0,0,0,object,を,0,4.516860008239750
4,4,0,0,0,object,建てた,0,4.405613422393800
5,4,0,0,0,object,ことが,0,6.964504718780520
6,4,0,0,0,object,先,0,13.01656436920170
7,4,0,0,0,object,日,0,10.80427360534670
8,4,0,0,0,object,雑誌,0,9.95127010345459
9,4,0,0,0,object,に,0,2.8753395080566400
10,4,0,0,0,object,取材,0,8.238518714904790
11,4,0,0,0,object,された,0,2.6831700801849400
12,4,0,0,0,object,の,1,5.605967044830320
13,4,0,0,0,object,で,1,1.5631462335586500
14,4,0,0,0,object,喜,1,11.283923149108900
15,4,0,0,0,object,んだ,1,1.4217654466629000
16,4,0,0,0,object,。,1,1.8889625072479200
0,4,0,0,1,object,別荘,0,0.0
1,4,0,0,1,object,を,0,4.4229302406311000
2,4,0,0,1,object,建てた,0,3.684354066848760
3,4,0,0,1,object,芸人,0,16.980894088745100
4,4,0,0,1,object,が,0,3.716337203979490
5,4,0,0,1,object,先,0,12.667226791381800
6,4,0,0,1,object,日,0,9.262932777404790
7,4,0,0,1,object,雑誌,0,14.616453170776400
8,4,0,0,1,object,に,0,2.9224448204040500
9,4,0,0,1,object,取材,0,7.659390449523930
10,4,0,0,1,object,された,0,5.751164436340330
11,4,0,0,1,object,の,1,5.236691474914550
12,4,0,0,1,object,で,1,1.8854210376739500
13,4,0,0,1,object,喜,1,11.739381790161100
14,4,0,0,1,object,んだ,1,1.7398673295974700
15,4,0,0,1,object,。,1,1.8340367078781100
0,4,1,0,0,object,芸人,0,0.0
1,4,1,0,0,object,が,0,4.578641891479490
2,4,1,0,0,object,別荘,0,15.60447883605960
3,4,1,0,0,object,を,0,4.516860008239750
4,4,1,0,0,object,建てた,0,4.405613422393800
5,4,1,0,0,object,ことが,0,6.964504718780520
6,4,1,0,0,object,先,0,13.01656436920170
7,4,1,0,0,object,日,0,10.80427360534670
8,4,1,0,0,object,雑誌,0,9.95127010345459
9,4,1,0,0,object,に,0,2.8753395080566400
10,4,1,0,0,object,取材,0,8.238518714904790
11,4,1,0,0,object,された,0,2.6831700801849400
12,4,1,0,0,object,別荘,1,20.294811248779300
13,4,1,0,0,object,は,1,4.248626232147220
14,4,1,0,0,object,とても,1,12.242159843444800
15,4,1,0,0,object,豪華,1,6.844987392425540
16,4,1,0,0,object,だ,1,5.856559753417970
17,4,1,0,0,object,。,1,2.3794500827789300
0,4,1,0,1,object,別荘,0,0.0
1,4,1,0,1,object,を,0,4.4229302406311000
2,4,1,0,1,object,建てた,0,3.684354066848760
3,4,1,0,1,object,芸人,0,16.980894088745100
4,4,1,0,1,object,が,0,3.716337203979490
5,4,1,0,1,object,先,0,12.667226791381800
6,4,1,0,1,object,日,0,9.262932777404790
7,4,1,0,1,object,雑誌,0,14.616453170776400
8,4,1,0,1,object,に,0,2.9224448204040500
9,4,1,0,1,object,取材,0,7.659390449523930
10,4,1,0,1,object,された,0,5.751164436340330
11,4,1,0,1,object,別荘,1,16.608463287353500
12,4,1,0,1,object,は,1,5.656407356262210
13,4,1,0,1,object,とても,1,11.594475746154800
14,4,1,0,1,object,豪華,1,6.359939098358150
15,4,1,0,1,object,だ,1,6.748966693878170
16,4,1,0,1,object,。,1,1.5585274696350100
0,4,0,1,0,object,芸人,0,0.0
1,4,0,1,0,object,が,0,4.578641891479490
2,4,0,1,0,object,建てた,0,14.813063621521000
3,4,0,1,0,object,ことが,0,11.297158241272000
4,4,0,1,0,object,先,0,12.216490745544400
5,4,0,1,0,object,日,0,9.426775932312010
6,4,0,1,0,object,雑誌,0,9.991254806518560
7,4,0,1,0,object,に,0,3.0820529460907000
8,4,0,1,0,object,取材,0,8.483185768127440
9,4,0,1,0,object,された,0,2.5557847023010300
10,4,0,1,0,object,とても,1,17.880889892578100
11,4,0,1,0,object,豪華,1,10.503182411193800
12,4,0,1,0,object,だ,1,5.756951332092290
13,4,0,1,0,object,。,1,1.712819218635560
0,4,0,1,1,object,建てた,0,0.0
1,4,0,1,1,object,芸人,0,15.561923027038600
2,4,0,1,1,object,が,0,3.2504045963287400
3,4,0,1,1,object,先,0,12.450875282287600
4,4,0,1,1,object,日,0,8.18530559539795
5,4,0,1,1,object,雑誌,0,13.645637512207000
6,4,0,1,1,object,に,0,3.29551362991333
7,4,0,1,1,object,取材,0,8.02525806427002
8,4,0,1,1,object,された,0,6.645874500274660
9,4,0,1,1,object,とても,1,17.139326095581100
10,4,0,1,1,object,豪華,1,10.894091606140100
11,4,0,1,1,object,だ,1,6.0433878898620600
12,4,0,1,1,object,。,1,1.6395918130874600
0,4,1,1,0,object,芸人,0,0.0
1,4,1,1,0,object,が,0,4.578641891479490
2,4,1,1,0,object,建てた,0,14.813063621521000
3,4,1,1,0,object,ことが,0,11.297158241272000
4,4,1,1,0,object,先,0,12.216490745544400
5,4,1,1,0,object,日,0,9.426775932312010
6,4,1,1,0,object,雑誌,0,9.991254806518560
7,4,1,1,0,object,に,0,3.0820529460907000
8,4,1,1,0,object,取材,0,8.483185768127440
9,4,1,1,0,object,された,0,2.5557847023010300
10,4,1,1,0,object,別荘,1,21.232574462890600
11,4,1,1,0,object,は,1,5.05562686920166
12,4,1,1,0,object,とても,1,11.562845230102500
13,4,1,1,0,object,豪華,1,7.020362854003910
14,4,1,1,0,object,だ,1,6.342857837677000
15,4,1,1,0,object,。,1,1.6654868125915500
0,4,1,1,1,object,建てた,0,0.0
1,4,1,1,1,object,芸人,0,15.561923027038600
2,4,1,1,1,object,が,0,3.2504045963287400
3,4,1,1,1,object,先,0,12.450875282287600
4,4,1,1,1,object,日,0,8.18530559539795
5,4,1,1,1,object,雑誌,0,13.645637512207000
6,4,1,1,1,object,に,0,3.29551362991333
7,4,1,1,1,object,取材,0,8.02525806427002
8,4,1,1,1,object,された,0,6.645874500274660
9,4,1,1,1,object,別荘,1,18.935945510864300
10,4,1,1,1,object,は,1,8.984190940856930
11,4,1,1,1,object,とても,1,11.900151252746600
12,4,1,1,1,object,豪華,1,6.458150863647460
13,4,1,1,1,object,だ,1,6.898077011108400
14,4,1,1,1,object,。,1,1.7353476285934400
