,item,RC-licensor,gap,island,ext-type,token,critical,surprisal
8,1,0,0,0,object,書店,0,13.695743560791000
9,1,0,0,0,object,で,0,2.0142884254455600
10,1,0,0,0,object,特集,0,7.586322784423830
11,1,0,0,0,object,されたので,1,7.018584251403810
12,1,0,0,0,object,誇,1,17.916250228881800
13,1,0,0,0,object,らしい,1,3.793499708175660
14,1,0,0,0,object,。,1,2.627140998840330
15,1,0,0,0,object,</s>,1,1.047795295715330
0,1,0,0,1,object,<s>,0,0.0
1,1,0,0,1,object,推理,0,13.967514991760300
2,1,0,0,1,object,小説,0,1.3026103973388700
3,1,0,0,1,object,を書いた,0,9.889883041381840
4,1,0,0,1,object,教授,0,13.56900691986080
5,1,0,0,1,object,が,0,2.196653127670290
6,1,0,0,1,object,最近,0,10.119270324707000
7,1,0,0,1,object,書店,0,13.02330493927000
8,1,0,0,1,object,で,0,1.265995979309080
9,1,0,0,1,object,特集,0,11.319188117981000
10,1,0,0,1,object,されたので,1,8.31258773803711
11,1,0,0,1,object,誇,1,17.151546478271500
12,1,0,0,1,object,らしい,1,4.776505947113040
13,1,0,0,1,object,。,1,3.296159029006960
14,1,0,0,1,object,</s>,1,1.1271412372589100
0,1,1,0,0,object,<s>,0,0.0
1,1,1,0,0,object,教授,0,12.94544792175290
2,1,1,0,0,object,が,0,4.15436315536499
3,1,1,0,0,object,推理,0,14.435389518737800
4,1,1,0,0,object,小説,0,2.629460573196410
5,1,1,0,0,object,を書いた,0,7.964128494262700
6,1,1,0,0,object,ことが,0,8.741726875305180
7,1,1,0,0,object,最近,0,11.60822868347170
8,1,1,0,0,object,書店,0,13.695743560791000
9,1,1,0,0,object,で,0,2.0142884254455600
10,1,1,0,0,object,特集,0,7.586322784423830
11,1,1,0,0,object,された,0,3.9515395164489700
12,1,1,0,0,object,推理,1,13.500778198242200
13,1,1,0,0,object,小説,1,0.3460070788860320
14,1,1,0,0,object,は,1,6.206900596618650
15,1,1,0,0,object,人気,1,9.334348678588870
16,1,1,0,0,object,だ,1,6.396797180175780
17,1,1,0,0,object,。,1,1.106467604637150
18,1,1,0,0,object,</s>,1,1.8142518997192400
0,1,1,0,1,object,<s>,0,0.0
1,1,1,0,1,object,推理,0,13.967514991760300
2,1,1,0,1,object,小説,0,1.3026103973388700
3,1,1,0,1,object,を書いた,0,9.889883041381840
4,1,1,0,1,object,教授,0,13.56900691986080
5,1,1,0,1,object,が,0,2.196653127670290
6,1,1,0,1,object,最近,0,10.119270324707000
7,1,1,0,1,object,書店,0,13.02330493927000
8,1,1,0,1,object,で,0,1.265995979309080
9,1,1,0,1,object,特集,0,11.319188117981000
10,1,1,0,1,object,された,0,3.8377363681793200
11,1,1,0,1,object,推理,1,5.320634365081790
12,1,1,0,1,object,小説,1,0.23391841351985900
13,1,1,0,1,object,は,1,8.387956619262700
14,1,1,0,1,object,人気,1,10.641158103942900
15,1,1,0,1,object,だ,1,6.426980495452880
16,1,1,0,1,object,。,1,2.1462361812591600
17,1,1,0,1,object,</s>,1,2.179438352584840
0,1,0,1,0,object,<s>,0,0.0
1,1,0,1,0,object,教授,0,12.94544792175290
2,1,0,1,0,object,が,0,4.15436315536499
3,1,0,1,0,object,書いた,0,8.574875831604000
4,1,0,1,0,object,ことが,0,10.08504581451420
5,1,0,1,0,object,最近,0,13.142526626586900
6,1,0,1,0,object,書店,0,14.597702980041500
7,1,0,1,0,object,で,0,2.7986061573028600
8,1,0,1,0,object,特集,0,8.561370849609380
9,1,0,1,0,object,された,0,5.615131855010990
10,1,0,1,0,object,人気,1,11.925378799438500
11,1,0,1,0,object,だ,1,10.97281265258790
12,1,0,1,0,object,。,1,1.866454839706420
13,1,0,1,0,object,</s>,1,1.3708475828170800
0,1,0,1,1,object,<s>,0,0.0
1,1,0,1,1,object,書いた,0,14.973271369934100
2,1,0,1,1,object,教授,0,16.616575241088900
3,1,0,1,1,object,が,0,3.0228111743927
4,1,0,1,1,object,最近,0,11.964068412780800
5,1,0,1,1,object,書店,0,15.32392406463620
6,1,0,1,1,object,で,0,1.9338582754135100
7,1,0,1,1,object,特集,0,9.107507705688480
8,1,0,1,1,object,された,0,4.020657062530520
9,1,0,1,1,object,人気,1,10.623626708984400
10,1,0,1,1,object,だ,1,13.136945724487300
11,1,0,1,1,object,。,1,2.034637212753300
12,1,0,1,1,object,</s>,1,0.9410147666931150
0,1,1,1,0,object,<s>,0,0.0
1,1,1,1,0,object,教授,0,12.94544792175290
2,1,1,1,0,object,が,0,4.15436315536499
3,1,1,1,0,object,書いた,0,8.574875831604000
4,1,1,1,0,object,ことが,0,10.08504581451420
5,1,1,1,0,object,最近,0,13.142526626586900
6,1,1,1,0,object,書店,0,14.597702980041500
7,1,1,1,0,object,で,0,2.7986061573028600
8,1,1,1,0,object,特集,0,8.561370849609380
9,1,1,1,0,object,された,0,5.615131855010990
10,1,1,1,0,object,推理,1,14.926484107971200
11,1,1,1,0,object,小説,1,0.27601978182792700
12,1,1,1,0,object,は,1,7.553117752075200
13,1,1,1,0,object,人気,1,11.737887382507300
14,1,1,1,0,object,だ,1,6.05718469619751
15,1,1,1,0,object,。,1,1.026516318321230
16,1,1,1,0,object,</s>,1,1.9841679334640500
0,1,1,1,1,object,<s>,0,0.0
1,1,1,1,1,object,書いた,0,14.973271369934100
2,1,1,1,1,object,教授,0,16.616575241088900
3,1,1,1,1,object,が,0,3.0228111743927
4,1,1,1,1,object,最近,0,11.964068412780800
5,1,1,1,1,object,書店,0,15.32392406463620
6,1,1,1,1,object,で,0,1.9338582754135100
7,1,1,1,1,object,特集,0,9.107507705688480
8,1,1,1,1,object,された,0,4.020657062530520
9,1,1,1,1,object,推理,1,13.25208568573000
10,1,1,1,1,object,小説,1,0.39202138781547500
11,1,1,1,1,object,は,1,7.6529388427734400
12,1,1,1,1,object,人気,1,12.085576057434100
13,1,1,1,1,object,だ,1,6.8679962158203100
14,1,1,1,1,object,。,1,1.9495017528533900
15,1,1,1,1,object,</s>,1,1.5017085075378400
0,2,0,0,0,object,アイドル,0,0.0
1,2,0,0,0,object,が,0,4.838210582733150
2,2,0,0,0,object,大学に,0,14.882418632507300
3,2,0,0,0,object,受,0,4.540512561798100
4,2,0,0,0,object,かった,0,1.4225854873657200
5,2,0,0,0,object,ことが,0,6.954075813293460
6,2,0,0,0,object,今朝,0,17.937416076660200
7,2,0,0,0,object,事務所,0,11.016289710998500
8,2,0,0,0,object,から,0,1.7822190523147600
9,2,0,0,0,object,公表,0,8.210220336914060
10,2,0,0,0,object,されたので,1,6.417490005493160
11,2,0,0,0,object,嬉しい,1,10.239543914794900
12,2,0,0,0,object,。,1,1.676836371421810
13,2,0,0,0,object,</s>,1,1.102273941040040
0,2,0,0,1,object,大学,0,0.0
1,2,0,0,1,object,に,0,7.206901550292970
2,2,0,0,1,object,受,0,4.691164016723630
3,2,0,0,1,object,かった,0,1.6347873210907000
4,2,0,0,1,object,アイドル,0,15.751158714294400
5,2,0,0,1,object,が今,0,11.790700912475600
6,2,0,0,1,object,朝,0,8.59575080871582
7,2,0,0,1,object,事務所,0,10.187442779541000
8,2,0,0,1,object,から,0,5.773440837860110
9,2,0,0,1,object,公表,0,12.685352325439500
10,2,0,0,1,object,されたので,1,6.19195032119751
11,2,0,0,1,object,嬉しい,1,11.251277923584000
12,2,0,0,1,object,。,1,1.6990922689437900
13,2,0,0,1,object,</s>,1,1.3695679903030400
0,2,1,0,0,object,アイドル,0,0.0
1,2,1,0,0,object,が,0,4.838210582733150
2,2,1,0,0,object,大学に,0,14.882418632507300
3,2,1,0,0,object,受,0,4.540512561798100
4,2,1,0,0,object,かった,0,1.4225854873657200
5,2,1,0,0,object,ことが,0,6.954075813293460
6,2,1,0,0,object,今朝,0,17.937416076660200
7,2,1,0,0,object,事務所,0,11.016289710998500
8,2,1,0,0,object,から,0,1.7822190523147600
9,2,1,0,0,object,公表,0,8.210220336914060
10,2,1,0,0,object,された,0,1.5198752880096400
11,2,1,0,0,object,大学は,1,21.160057067871100
12,2,1,0,0,object,名,1,8.412579536437990
13,2,1,0,0,object,門,1,0.5739157199859620
14,2,1,0,0,object,だ,1,7.715411186218260
15,2,1,0,0,object,。,1,1.5639331340789800
16,2,1,0,0,object,</s>,1,1.320386528968810
0,2,1,0,1,object,大学,0,0.0
1,2,1,0,1,object,に,0,7.206901550292970
2,2,1,0,1,object,受,0,4.691164016723630
3,2,1,0,1,object,かった,0,1.6347873210907000
4,2,1,0,1,object,アイドル,0,15.751158714294400
5,2,1,0,1,object,が今,0,11.790700912475600
6,2,1,0,1,object,朝,0,8.59575080871582
7,2,1,0,1,object,事務所,0,10.187442779541000
8,2,1,0,1,object,から,0,5.773440837860110
9,2,1,0,1,object,公表,0,12.685352325439500
10,2,1,0,1,object,された,0,1.946942687034610
11,2,1,0,1,object,大学は,1,17.999765396118200
12,2,1,0,1,object,名,1,8.42054271697998
13,2,1,0,1,object,門,1,0.5261403322219850
14,2,1,0,1,object,だ,1,8.09841537475586
15,2,1,0,1,object,。,1,1.2340869903564500
16,2,1,0,1,object,</s>,1,1.463693380355840
0,2,0,1,0,object,アイドル,0,0.0
1,2,0,1,0,object,が,0,4.838210582733150
2,2,0,1,0,object,受,0,13.949554443359400
3,2,0,1,0,object,かった,0,5.329800128936770
4,2,0,1,0,object,ことが,0,7.6888628005981400
5,2,0,1,0,object,今朝,0,17.327312469482400
6,2,0,1,0,object,事務所,0,13.368827819824200
7,2,0,1,0,object,から,0,3.2774059772491500
8,2,0,1,0,object,公表,0,6.577403545379640
9,2,0,1,0,object,された,0,1.867478370666500
10,2,0,1,0,object,名,1,18.050674438476600
11,2,0,1,0,object,門,1,4.258755683898930
12,2,0,1,0,object,だ,1,10.957672119140600
13,2,0,1,0,object,。,1,1.8393365144729600
14,2,0,1,0,object,</s>,1,1.0986857414245600
0,2,0,1,1,object,<s>,0,0.0
1,2,0,1,1,object,受,0,13.17259693145750
2,2,0,1,1,object,かった,0,5.633152961730960
3,2,0,1,1,object,アイドル,0,16.66966438293460
4,2,0,1,1,object,が今,0,11.583799362182600
5,2,0,1,1,object,朝,0,8.64060115814209
6,2,0,1,1,object,事務所,0,12.752769470214800
7,2,0,1,1,object,から,0,5.028979301452640
8,2,0,1,1,object,公表,0,14.17934513092040
9,2,0,1,1,object,された,0,3.134976863861080
10,2,0,1,1,object,名,1,12.974992752075200
11,2,0,1,1,object,門,1,8.601801872253420
12,2,0,1,1,object,だ,1,11.089301109314000
13,2,0,1,1,object,。,1,2.128253698349000
14,2,0,1,1,object,</s>,1,0.886745274066925
0,2,1,1,0,object,アイドル,0,0.0
1,2,1,1,0,object,が,0,4.838210582733150
2,2,1,1,0,object,受,0,13.949554443359400
3,2,1,1,0,object,かった,0,5.329800128936770
4,2,1,1,0,object,ことが,0,7.6888628005981400
5,2,1,1,0,object,今朝,0,17.327312469482400
6,2,1,1,0,object,事務所,0,13.368827819824200
7,2,1,1,0,object,から,0,3.2774059772491500
8,2,1,1,0,object,公表,0,6.577403545379640
9,2,1,1,0,object,された,0,1.867478370666500
10,2,1,1,0,object,大学は,1,20.81554412841800
11,2,1,1,0,object,名,1,8.806273460388180
12,2,1,1,0,object,門,1,0.42292872071266200
13,2,1,1,0,object,だ,1,7.281778335571290
14,2,1,1,0,object,。,1,1.5584627389907800
15,2,1,1,0,object,</s>,1,1.5574418306350700
0,2,1,1,1,object,<s>,0,0.0
1,2,1,1,1,object,受,0,13.17259693145750
2,2,1,1,1,object,かった,0,5.633152961730960
3,2,1,1,1,object,アイドル,0,16.66966438293460
4,2,1,1,1,object,が今,0,11.583799362182600
5,2,1,1,1,object,朝,0,8.64060115814209
6,2,1,1,1,object,事務所,0,12.752769470214800
7,2,1,1,1,object,から,0,5.028979301452640
8,2,1,1,1,object,公表,0,14.17934513092040
9,2,1,1,1,object,された,0,3.134976863861080
10,2,1,1,1,object,大学は,1,20.588703155517600
11,2,1,1,1,object,名,1,7.782410144805910
12,2,1,1,1,object,門,1,0.41474786400795000
13,2,1,1,1,object,だ,1,7.495699882507320
14,2,1,1,1,object,。,1,1.6585209369659400
15,2,1,1,1,object,</s>,1,1.3287874460220300
0,3,0,0,0,object,営業,0,0.0
1,3,0,0,0,object,マンが,0,5.804951190948490
2,3,0,0,0,object,契約,0,7.916347503662110
3,3,0,0,0,object,を取った,0,8.390361785888670
4,3,0,0,0,object,ことが,0,9.367047309875490
5,3,0,0,0,object,今朝,0,21.030614852905300
6,3,0,0,0,object,朝,0,10.403091430664100
7,3,0,0,0,object,礼,0,3.442476272583010
8,3,0,0,0,object,で,0,0.4413432478904720
9,3,0,0,0,object,発表された,0,4.780369281768800
10,3,0,0,0,object,ので,1,4.029787540435790
11,3,0,0,0,object,羨,1,16.15503692626950
12,3,0,0,0,object,ましい,1,1.2673938274383500
13,3,0,0,0,object,。,1,2.544105052948000
14,3,0,0,0,object,</s>,1,0.8469498753547670
0,3,0,0,1,object,契約,0,0.0
1,3,0,0,1,object,を取った,0,13.529877662658700
2,3,0,0,1,object,営業,0,6.583451747894290
3,3,0,0,1,object,マンが,0,2.2597007751464800
4,3,0,0,1,object,今朝,0,22.652158737182600
5,3,0,0,1,object,朝,0,9.124262809753420
6,3,0,0,1,object,礼,0,11.847954750061000
7,3,0,0,1,object,で,0,0.5769866704940800
8,3,0,0,1,object,発表された,0,13.262399673461900
9,3,0,0,1,object,ので,1,6.163687705993650
10,3,0,0,1,object,羨,1,15.820639610290500
11,3,0,0,1,object,ましい,1,1.5007398128509500
12,3,0,0,1,object,。,1,2.6300771236419700
13,3,0,0,1,object,</s>,1,0.6754928231239320
0,3,1,0,0,object,営業,0,0.0
1,3,1,0,0,object,マンが,0,5.804951190948490
2,3,1,0,0,object,契約,0,7.916347503662110
3,3,1,0,0,object,を取った,0,8.390361785888670
4,3,1,0,0,object,ことが,0,9.367047309875490
5,3,1,0,0,object,今朝,0,21.030614852905300
6,3,1,0,0,object,朝,0,10.403091430664100
7,3,1,0,0,object,礼,0,3.442476272583010
8,3,1,0,0,object,で,0,0.4413432478904720
9,3,1,0,0,object,発表された,0,4.780369281768800
10,3,1,0,0,object,契約,1,13.58902359008790
11,3,1,0,0,object,は大,1,12.34492015838620
12,3,1,0,0,object,口,1,5.913377285003660
13,3,1,0,0,object,だ,1,8.285185813903810
14,3,1,0,0,object,。,1,1.2086830139160200
15,3,1,0,0,object,</s>,1,1.3916780948638900
0,3,1,0,1,object,契約,0,0.0
1,3,1,0,1,object,を取った,0,13.529877662658700
2,3,1,0,1,object,営業,0,6.583451747894290
3,3,1,0,1,object,マンが,0,2.2597007751464800
4,3,1,0,1,object,今朝,0,22.652158737182600
5,3,1,0,1,object,朝,0,9.124262809753420
6,3,1,0,1,object,礼,0,11.847954750061000
7,3,1,0,1,object,で,0,0.5769866704940800
8,3,1,0,1,object,発表された,0,13.262399673461900
9,3,1,0,1,object,契約,1,5.823791980743410
10,3,1,0,1,object,は大,1,13.670103073120100
11,3,1,0,1,object,口,1,4.548462390899660
12,3,1,0,1,object,だ,1,7.458309650421140
13,3,1,0,1,object,。,1,2.610966205596920
14,3,1,0,1,object,</s>,1,1.5776642560958900
0,3,0,1,0,object,営業,0,0.0
1,3,0,1,0,object,マンが,0,5.804951190948490
2,3,0,1,0,object,取った,0,14.836786270141600
3,3,0,1,0,object,ことが,0,11.966687202453600
4,3,0,1,0,object,今朝,0,18.91387367248540
5,3,0,1,0,object,朝,0,8.944341659545900
6,3,0,1,0,object,礼,0,12.204609870910600
7,3,0,1,0,object,で,0,0.39584076404571500
8,3,0,1,0,object,発表された,0,4.992623329162600
9,3,0,1,0,object,大,1,14.201683044433600
10,3,0,1,0,object,口,1,5.731711387634280
11,3,0,1,0,object,だ,1,14.674090385437000
12,3,0,1,0,object,。,1,0.530765950679779
13,3,0,1,0,object,</s>,1,1.4220075607299800
0,3,0,1,1,object,<s>,0,0.0
1,3,0,1,1,object,取った,0,16.629619598388700
2,3,0,1,1,object,営業,0,14.556451797485400
3,3,0,1,1,object,マンが,0,3.3313286304473900
4,3,0,1,1,object,今朝,0,19.60346031188970
5,3,0,1,1,object,朝,0,9.097513198852540
6,3,0,1,1,object,礼,0,11.265113830566400
7,3,0,1,1,object,で,0,0.46276816725730900
8,3,0,1,1,object,発表された,0,11.930092811584500
9,3,0,1,1,object,大,1,11.569864273071300
10,3,0,1,1,object,口,1,3.3820595741272000
11,3,0,1,1,object,だ,1,16.049013137817400
12,3,0,1,1,object,。,1,1.2220839262008700
13,3,0,1,1,object,</s>,1,1.1769942045211800
0,3,1,1,0,object,営業,0,0.0
1,3,1,1,0,object,マンが,0,5.804951190948490
2,3,1,1,0,object,取った,0,14.836786270141600
3,3,1,1,0,object,ことが,0,11.966687202453600
4,3,1,1,0,object,今朝,0,18.91387367248540
5,3,1,1,0,object,朝,0,8.944341659545900
6,3,1,1,0,object,礼,0,12.204609870910600
7,3,1,1,0,object,で,0,0.39584076404571500
8,3,1,1,0,object,発表された,0,4.992623329162600
9,3,1,1,0,object,契約,1,14.420137405395500
10,3,1,1,0,object,は大,1,13.17848014831540
11,3,1,1,0,object,口,1,5.258062839508060
12,3,1,1,0,object,だ,1,7.9382405281066900
13,3,1,1,0,object,。,1,1.1076563596725500
14,3,1,1,0,object,</s>,1,1.6388020515441900
0,3,1,1,1,object,<s>,0,0.0
1,3,1,1,1,object,取った,0,16.629619598388700
2,3,1,1,1,object,営業,0,14.556451797485400
3,3,1,1,1,object,マンが,0,3.3313286304473900
4,3,1,1,1,object,今朝,0,19.60346031188970
5,3,1,1,1,object,朝,0,9.097513198852540
6,3,1,1,1,object,礼,0,11.265113830566400
7,3,1,1,1,object,で,0,0.46276816725730900
8,3,1,1,1,object,発表された,0,11.930092811584500
9,3,1,1,1,object,契約,1,8.572124481201170
10,3,1,1,1,object,は大,1,13.845332145690900
11,3,1,1,1,object,口,1,4.967657089233400
12,3,1,1,1,object,だ,1,7.761987209320070
13,3,1,1,1,object,。,1,2.565436363220220
14,3,1,1,1,object,</s>,1,1.302054524421690
0,4,0,0,0,object,<s>,0,0.0
1,4,0,0,0,object,芸,0,12.978181838989300
2,4,0,0,0,object,人が,0,4.979935169219970
3,4,0,0,0,object,別荘,0,16.721031188964800
4,4,0,0,0,object,を建て,0,7.6119771003723100
5,4,0,0,0,object,た,0,2.454451084136960
6,4,0,0,0,object,ことが,0,8.359418869018560
7,4,0,0,0,object,先日,0,13.988886833190900
8,4,0,0,0,object,雑誌,0,10.694745063781700
9,4,0,0,0,object,に,0,3.2344982624054000
10,4,0,0,0,object,取材,0,8.40274715423584
11,4,0,0,0,object,されたので,1,8.69961166381836
12,4,0,0,0,object,喜,1,15.515372276306200
13,4,0,0,0,object,んだ,1,3.727736234664920
14,4,0,0,0,object,。,1,2.2505760192871100
15,4,0,0,0,object,</s>,1,1.2455918788909900
0,4,0,0,1,object,別,0,0.0
1,4,0,0,1,object,荘,0,3.4549360275268600
2,4,0,0,1,object,を建て,0,7.820997714996340
3,4,0,0,1,object,た,0,2.778656244277950
4,4,0,0,1,object,芸,0,19.180294036865200
5,4,0,0,1,object,人が,0,3.2507858276367200
6,4,0,0,1,object,先日,0,12.500871658325200
7,4,0,0,1,object,雑誌,0,10.100425720214800
8,4,0,0,1,object,に,0,2.523940324783330
9,4,0,0,1,object,取材,0,6.542927265167240
10,4,0,0,1,object,されたので,1,9.602550506591800
11,4,0,0,1,object,喜,1,15.426156044006300
12,4,0,0,1,object,んだ,1,4.123109340667730
13,4,0,0,1,object,。,1,2.5991945266723600
14,4,0,0,1,object,</s>,1,1.3715437650680500
0,4,1,0,0,object,<s>,0,0.0
1,4,1,0,0,object,芸,0,12.978181838989300
2,4,1,0,0,object,人が,0,4.979935169219970
3,4,1,0,0,object,別荘,0,16.721031188964800
4,4,1,0,0,object,を建て,0,7.6119771003723100
5,4,1,0,0,object,た,0,2.454451084136960
6,4,1,0,0,object,ことが,0,8.359418869018560
7,4,1,0,0,object,先日,0,13.988886833190900
8,4,1,0,0,object,雑誌,0,10.694745063781700
9,4,1,0,0,object,に,0,3.2344982624054000
10,4,1,0,0,object,取材,0,8.40274715423584
11,4,1,0,0,object,された,0,2.8791327476501500
12,4,1,0,0,object,別荘,1,11.449834823608400
13,4,1,0,0,object,はとても,1,12.047989845275900
14,4,1,0,0,object,豪華,1,4.809243202209470
15,4,1,0,0,object,だ,1,6.3354172706604
16,4,1,0,0,object,。,1,0.7038905620574950
17,4,1,0,0,object,</s>,1,1.3135677576065100
0,4,1,0,1,object,別,0,0.0
1,4,1,0,1,object,荘,0,3.4549360275268600
2,4,1,0,1,object,を建て,0,7.820997714996340
3,4,1,0,1,object,た,0,2.778656244277950
4,4,1,0,1,object,芸,0,19.180294036865200
5,4,1,0,1,object,人が,0,3.2507858276367200
6,4,1,0,1,object,先日,0,12.500871658325200
7,4,1,0,1,object,雑誌,0,10.100425720214800
8,4,1,0,1,object,に,0,2.523940324783330
9,4,1,0,1,object,取材,0,6.542927265167240
10,4,1,0,1,object,された,0,3.9554524421691900
11,4,1,0,1,object,別荘,1,13.306396484375
12,4,1,0,1,object,はとても,1,10.247188568115200
13,4,1,0,1,object,豪華,1,5.547513484954830
14,4,1,0,1,object,だ,1,6.317685127258300
15,4,1,0,1,object,。,1,0.8445559144020080
16,4,1,0,1,object,</s>,1,1.8163321018219000
0,4,0,1,0,object,<s>,0,0.0
1,4,0,1,0,object,芸,0,12.978181838989300
2,4,0,1,0,object,人が,0,4.979935169219970
3,4,0,1,0,object,建てた,0,15.351737976074200
4,4,0,1,0,object,ことが,0,12.098835945129400
5,4,0,1,0,object,先日,0,14.707719802856400
6,4,0,1,0,object,雑誌,0,14.649953842163100
7,4,0,1,0,object,に,0,3.0420374870300300
8,4,0,1,0,object,取材,0,8.819864273071290
9,4,0,1,0,object,された,0,2.5507779121398900
10,4,0,1,0,object,とても,1,15.237789154052700
11,4,0,1,0,object,豪華,1,9.79368782043457
12,4,0,1,0,object,だ,1,9.203107833862310
13,4,0,1,0,object,。,1,2.4377784729003900
14,4,0,1,0,object,</s>,1,0.6537734866142270
0,4,0,1,1,object,<s>,0,0.0
1,4,0,1,1,object,建てた,0,16.76431655883790
2,4,0,1,1,object,芸,0,18.29311180114750
3,4,0,1,1,object,人が,0,3.2972569465637200
4,4,0,1,1,object,先日,0,16.236312866210900
5,4,0,1,1,object,雑誌,0,15.874670028686500
6,4,0,1,1,object,に,0,2.067270040512090
7,4,0,1,1,object,取材,0,6.391986846923830
8,4,0,1,1,object,された,0,3.8127121925354000
9,4,0,1,1,object,とても,1,16.7106990814209
10,4,0,1,1,object,豪華,1,10.672200202941900
11,4,0,1,1,object,だ,1,8.806978225708010
12,4,0,1,1,object,。,1,1.5388731956481900
13,4,0,1,1,object,</s>,1,0.9880086779594420
0,4,1,1,0,object,<s>,0,0.0
1,4,1,1,0,object,芸,0,12.978181838989300
2,4,1,1,0,object,人が,0,4.979935169219970
3,4,1,1,0,object,建てた,0,15.351737976074200
4,4,1,1,0,object,ことが,0,12.098835945129400
5,4,1,1,0,object,先日,0,14.707719802856400
6,4,1,1,0,object,雑誌,0,14.649953842163100
7,4,1,1,0,object,に,0,3.0420374870300300
8,4,1,1,0,object,取材,0,8.819864273071290
9,4,1,1,0,object,された,0,2.5507779121398900
10,4,1,1,0,object,別荘,1,12.56357479095460
11,4,1,1,0,object,はとても,1,11.779991149902300
12,4,1,1,0,object,豪華,1,5.036342620849610
13,4,1,1,0,object,だ,1,6.48188591003418
14,4,1,1,0,object,。,1,0.7268399596214290
15,4,1,1,0,object,</s>,1,1.3832412958145100
0,4,1,1,1,object,<s>,0,0.0
1,4,1,1,1,object,建てた,0,16.76431655883790
2,4,1,1,1,object,芸,0,18.29311180114750
3,4,1,1,1,object,人が,0,3.2972569465637200
4,4,1,1,1,object,先日,0,16.236312866210900
5,4,1,1,1,object,雑誌,0,15.874670028686500
6,4,1,1,1,object,に,0,2.067270040512090
7,4,1,1,1,object,取材,0,6.391986846923830
8,4,1,1,1,object,された,0,3.8127121925354000
9,4,1,1,1,object,別荘,1,16.375951766967800
10,4,1,1,1,object,はとても,1,10.24416732788090
11,4,1,1,1,object,豪華,1,6.033553123474120
12,4,1,1,1,object,だ,1,6.809445381164550
13,4,1,1,1,object,。,1,0.950395405292511
14,4,1,1,1,object,</s>,1,1.566929817199710
